;filename;label;indv;ori_label
28869;HM_VHMM008_SHTB_R14_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___2_01_24_302.wav;soc;VHMM008;soc *
28879;HM_VHMM008_SHTB_R14_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___2_04_31_346.wav;soc;VHMM008;soc
28880;HM_VHMM008_SHTB_R14_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___2_04_31_640.wav;soc;VHMM008;soc
28881;HM_VHMM008_SHTB_R14_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___2_04_32_029.wav;soc;VHMM008;soc
28986;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_19_22_990.wav;soc;VHMM014;soc
29006;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_23_35_948.wav;agg;VHMM014;agg
29007;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_23_42_863.wav;agg;VHMM014;agg
29008;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_23_59_055.wav;soc;VHMM014;soc
29009;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_23_59_529.wav;soc;VHMM014;soc
29011;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_24_11_354.wav;soc;VHMM014;soc
29014;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_26_08_948.wav;soc;VHMM014;soc
29015;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_26_09_071.wav;soc;VHMM014;soc
29026;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_27_04_751.wav;mo;VHMM014;mov
29032;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_27_57_633.wav;mo;VHMM014;mov
29062;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_37_51_103.wav;mo;VHMM014;mov
29063;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_37_56_486.wav;mo;VHMM014;mov
29065;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_38_06_607.wav;mo;VHMM014;mov
29066;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_38_15_466.wav;mo;VHMM014;mov
29072;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_39_26_323.wav;mo;VHMM014;mov
29076;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_39_58_517.wav;mo;VHMM014;mo
29077;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_40_00_513.wav;mo;VHMM014;mo
29079;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_40_21_430.wav;mo;VHMM014;mo
29089;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_44_28_894.wav;mo;VHMM014;mov
29090;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_44_37_817.wav;mo;VHMM014;mov
29091;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_44_39_816.wav;mo;VHMM014;mo
29099;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_46_26_368.wav;mo;VHMM014;mov
29101;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_46_47_449.wav;mo;VHMM014;mov
29103;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_47_20_739.wav;mo;VHMM014;mov
29104;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_47_29_721.wav;mo;VHMM014;mov
29105;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_47_33_968.wav;mo;VHMM014;mov
29106;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_47_43_553.wav;mo;VHMM014;mov
29107;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_47_47_430.wav;mo;VHMM014;mov
29128;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_49_15_823.wav;soc;VHMM014;soc *
29129;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_49_16_252.wav;soc;VHMM014;soc
29130;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_49_16_386.wav;soc;VHMM014;soc
29131;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_49_17_009.wav;soc;VHMM014;soc
29132;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_49_17_448.wav;soc;VHMM014;soc
29133;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_49_17_616.wav;soc;VHMM014;soc
29162;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_49_44_666.wav;soc;VHMM014;soc
29179;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_50_00_219.wav;ld;VHMM014;ld
29205;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_50_47_087.wav;agg;VHMM014;agg %
29207;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_50_47_498.wav;soc;VHMM014;soc *
29208;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_50_47_982.wav;soc;VHMM014;soc *
29209;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_50_48_507.wav;soc;VHMM014;soc *
29223;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_51_06_469.wav;mo;VHMM014;mo
29230;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_51_19_893.wav;mo;VHMM014;mov
29238;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_51_42_331.wav;mo;VHMM014;mov
29239;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_51_54_317.wav;mo;VHMM014;mov
29246;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_52_08_270.wav;mo;VHMM014;mov
29251;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_52_17_612.wav;mo;VHMM014;mov
29253;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_52_38_739.wav;mo;VHMM014;mov
29255;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_52_44_735.wav;mo;VHMM014;mov
29257;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_53_14_029.wav;mo;VHMM014;mov
29258;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_53_17_123.wav;mo;VHMM014;mov
29259;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_54_14_629.wav;mo;VHMM014;mov
29260;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_54_20_538.wav;mo;VHMM014;mov
29261;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_54_25_103.wav;mo;VHMM014;mov
29264;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_54_56_535.wav;soc;VHMM014;soc
29269;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_56_51_953.wav;soc;VHMM014;soc
29270;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_58_52_095.wav;mo;VHMM014;mov
29271;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_58_56_850.wav;mo;VHMM014;mo
29272;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_59_05_531.wav;mo;VHMM014;mo
29279;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___1_59_40_095.wav;soc;VHMM014;soc
29297;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___2_00_05_655.wav;soc;VHMM014;soc *
29299;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___2_00_07_439.wav;soc;VHMM014;soc *
29300;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___2_00_08_331.wav;soc;VHMM014;soc *
29308;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___2_00_47_095.wav;soc;VHMM014;soc
29309;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___2_00_47_338.wav;soc;VHMM014;soc
29310;HM_VHMM014_LSTB_R19_20190707-20190719_file_10_(2019_07_16-11_44_59)_165944_wav___2_00_47_911.wav;soc;VHMM014;soc
29361;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___13_12_451.wav;soc;VHMM014;soc *
29367;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___13_37_628.wav;soc;VHMM014;soc *
29369;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___13_38_361.wav;soc;VHMM014;soc *
29376;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___17_55_685.wav;soc;VHMM014;soc
29377;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___17_56_550.wav;soc;VHMM014;soc
29378;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___17_57_113.wav;soc;VHMM014;soc
29379;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___17_57_438.wav;soc;VHMM014;soc
29396;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___22_47_048.wav;soc;VHMM014;soc
29399;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___22_48_080.wav;soc;VHMM014;soc
29400;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___22_50_345.wav;soc;VHMM014;soc
29411;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___23_15_009.wav;soc;VHMM014;soc
29412;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___23_15_295.wav;soc;VHMM014;soc
29415;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___23_17_090.wav;soc;VHMM014;soc
29416;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___23_17_885.wav;soc;VHMM014;soc
29418;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___23_19_671.wav;soc;VHMM014;soc
29421;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___23_21_120.wav;soc;VHMM014;soc
29423;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___23_21_925.wav;soc;VHMM014;soc
29453;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___36_08_572.wav;soc;VHMM014;soc
29455;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___36_09_173.wav;soc;VHMM014;soc
29456;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___36_09_661.wav;soc;VHMM014;soc
29461;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___41_03_618.wav;agg;VHMM014;agg
29462;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___41_03_735.wav;agg;VHMM014;agg
29463;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___41_03_841.wav;agg;VHMM014;agg
29464;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___41_04_002.wav;agg;VHMM014;agg
29465;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___41_04_105.wav;agg;VHMM014;agg
29467;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___41_04_445.wav;agg;VHMM014;agg
29468;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___41_04_578.wav;agg;VHMM014;agg
29473;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___44_05_969.wav;al;VHMM014;al
29474;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___44_06_353.wav;al;VHMM014;al
29475;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___44_06_796.wav;al;VHMM014;al
29476;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___44_09_203.wav;al;VHMM014;al
29477;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___44_11_648.wav;al;VHMM014;al
29482;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___58_33_071.wav;soc;VHMM014;soc
29501;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_11_52_743.wav;soc;VHMM014;soc
29502;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_11_53_827.wav;soc;VHMM014;soc *
29506;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_02_322.wav;soc;VHMM014;soc
29507;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_02_618.wav;soc;VHMM014;soc
29508;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_03_284.wav;soc;VHMM014;soc
29509;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_05_270.wav;soc;VHMM014;soc
29510;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_05_781.wav;soc;VHMM014;soc
29512;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_06_941.wav;soc;VHMM014;soc
29513;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_08_188.wav;soc;VHMM014;soc
29515;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_09_689.wav;soc;VHMM014;soc
29516;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_10_854.wav;soc;VHMM014;soc
29517;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_11_726.wav;soc;VHMM014;soc
29518;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_13_002.wav;soc;VHMM014;soc
29519;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_14_192.wav;soc;VHMM014;soc
29520;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_15_622.wav;soc;VHMM014;soc
29521;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_16_658.wav;soc;VHMM014;soc
29522;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_17_480.wav;soc;VHMM014;soc
29523;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_18_603.wav;soc;VHMM014;soc
29524;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_19_189.wav;soc;VHMM014;soc
29525;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_19_904.wav;soc;VHMM014;soc
29526;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_20_597.wav;soc;VHMM014;soc
29527;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_20_983.wav;soc;VHMM014;soc
29528;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_22_059.wav;soc;VHMM014;soc
29529;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_22_850.wav;soc;VHMM014;soc
29530;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_23_571.wav;soc;VHMM014;soc
29533;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_28_257.wav;soc;VHMM014;soc
29535;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_28_694.wav;soc;VHMM014;soc
29538;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_30_002.wav;soc;VHMM014;soc
29539;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_30_676.wav;soc;VHMM014;soc
29541;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_31_698.wav;soc;VHMM014;soc
29542;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_32_826.wav;soc;VHMM014;soc
29546;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_12_36_002.wav;soc;VHMM014;soc
29552;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_14_07_800.wav;soc;VHMM014;soc
29555;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_14_10_458.wav;soc;VHMM014;soc
29557;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_14_12_892.wav;soc;VHMM014;soc
29559;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_14_14_575.wav;soc;VHMM014;soc
29560;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_14_15_733.wav;soc;VHMM014;soc
29561;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_14_16_200.wav;soc;VHMM014;soc
29573;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_25_02_758.wav;agg;VHMM014;agg
29604;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_42_47_813.wav;soc;VHMM014;soc
29614;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_43_09_424.wav;soc;VHMM014;soc *
29615;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_43_10_135.wav;soc;VHMM014;soc *
29616;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_43_11_157.wav;soc;VHMM014;soc *
29617;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_43_12_157.wav;soc;VHMM014;soc *
29618;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_43_13_050.wav;soc;VHMM014;soc *
29644;HM_VHMM014_LSTB_R19_20190707-20190719_file_6_(2019_07_12-11_44_59)_125944_wav___1_48_13_196.wav;soc;VHMM014;soc
29673;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_10_38_322.wav;al;VHMM014;al 
29674;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_10_40_108.wav;al;VHMM014;al 
29675;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_10_43_695.wav;al;VHMM014;al 
29676;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_10_45_313.wav;al;VHMM014;al 
29685;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_16_51_906.wav;soc;VHMM014;soc *
29686;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_16_52_331.wav;agg;VHMM014;agg 
29687;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_16_52_631.wav;soc;VHMM014;soc
29690;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_16_54_215.wav;soc;VHMM014;soc
29691;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_16_54_734.wav;soc;VHMM014;soc
29692;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_16_55_269.wav;soc;VHMM014;soc
29694;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_11_704.wav;soc;VHMM014;soc
29696;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_12_629.wav;agg;VHMM014;agg
29697;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_13_082.wav;agg;VHMM014;agg 
29698;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_13_868.wav;agg;VHMM014;agg
29699;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_14_040.wav;agg;VHMM014;agg  
29700;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_14_432.wav;agg;VHMM014;agg  
29701;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_14_600.wav;agg;VHMM014;agg 
29702;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_17_14_871.wav;agg;VHMM014;agg  
29705;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_18_53_424.wav;mo;VHMM014;mo
29710;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_22_08_679.wav;mo;VHMM014;mo  
29760;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___1_54_12_084.wav;soc;VHMM014;soc *  
29774;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___2_06_29_690.wav;soc;VHMM014;soc * %
29779;HM_VHMM014_LSTB_R19_20190707-20190719_file_8_(2019_07_14-11_44_59)_145944_wav___2_07_18_081.wav;soc;VHMM014;soc *
29899;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_29_35_117.wav;soc;VHMM016;soc *
29919;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_43_05_700.wav;mo;VHMM016;mo
29982;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___1_55_23_274.wav;soc;VHMM016;soc %
30016;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_01_21_645.wav;mo;VHMM016;mo
30018;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_02_00_382.wav;mo;VHMM016;mo
30020;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_02_24_891.wav;mo;VHMM016;mo
30022;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_03_06_774.wav;mo;VHMM016;mo
30023;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_03_07_093.wav;mo;VHMM016;mo
30028;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_04_06_955.wav;mo;VHMM016;mo
30038;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_06_37_288.wav;soc;VHMM016;soc
30062;HM_VHMM016_LTTB_R29_20190707-20190719_file_7_(2019_07_13-11_44_59)_135944_wav___2_09_15_803.wav;soc;VHMM016;soc
30095;HM_VHMM016_LTTB_R29_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_34_00_910.wav;mo;VHMM016;mo 
30106;HM_VHMM016_LTTB_R29_20190707-20190719_file_9_(2019_07_15-11_44_59)_155944_wav___1_34_19_169.wav;al;VHMM016;al
